Position	B.stacei	B.hybridumS	B.hybridumD	B.distachyon
19783	1	0	0	0
19795	1	0	0	0
19797	2	0	0	0
19798	4	0	0	0
19806	2	0	0	0
19807	2	0	0	0
19808	3	0	0	0
19825	1	0	0	0
19899	1	0	0	0
19924	1	0	0	0
19932	1	0	0	0
20012	1	0	0	0
20013	1	0	0	0
20039	1	0	0	0
20043	1	0	0	0
20047	1	0	0	0
20048	1	0	0	0
20070	1	0	0	0
20084	1	0	0	0
20092	2	0	0	0
20095	2	0	0	0
20096	1	0	0	0
20122	1	0	0	0
20129	1	0	0	0
20136	1	0	0	0
20144	1	0	0	0
20145	2	0	0	0
20151	2	0	0	0
20152	1	0	0	0
20153	1	0	0	0
20167	1	0	0	0
20171	1	0	0	0
20181	2	0	0	0
20192	1	0	0	0
20193	1	0	0	0
20205	1	0	0	0
20206	1	0	0	0
20210	1	0	0	0
20211	1	0	0	0
20220	1	0	0	0
20237	1	0	0	0
20238	1	0	0	0
20243	1	0	0	0
20274	1	0	0	0
20275	1	0	0	0
20283	1	0	0	0
20288	3	0	0	0
20292	2	0	0	0
20293	2	0	0	0
20294	1	0	0	0
20312	1	0	0	0
20317	2	0	0	0
20326	1	0	0	0
20336	1	0	0	0
20345	1	0	0	0
20357	1	0	0	0
20380	1	0	0	0
20391	1	0	0	0
20392	4	0	0	0
20425	1	0	0	0
20426	1	0	0	0
20468	1	0	0	0
20469	1	0	0	0
20471	1	0	0	0
20472	2	0	0	0
20504	1	0	0	0
20505	1	0	0	0
20557	2	0	0	0
20592	1	0	0	0
20593	1	0	0	0
20595	1	0	0	0
20606	2	0	0	0
20608	1	0	0	0
20638	1	0	0	0
20680	1	0	0	0
20683	1	0	0	0
20694	1	0	0	0
20707	1	0	0	0
20765	1	1	0	0
20769	1	0	0	1
20791	1	0	0	0
20803	1	0	0	0
20825	1	0	0	0
20859	2	0	0	0
20861	1	0	0	0
20867	1	22	0	0
20870	1	0	0	0
20871	1	0	0	0
20874	1	0	0	0
20889	1	0	0	0
20890	1	0	0	0
20894	1	0	0	0
20912	2	0	0	0
20916	1	0	0	0
20922	1	0	0	0
20924	1	0	0	0
20926	1	0	0	0
20930	2	0	0	0
20932	1	0	0	0
20933	1	0	0	0
20934	1	0	0	0
20946	1	0	0	0
20954	1	0	0	0
20956	1	0	0	0
20963	4	0	0	0
20966	1	0	0	0
20977	1	0	0	0
20991	1	0	0	0
20994	1	0	0	0
21004	1	0	0	0
21011	1	0	0	0
21019	1	0	0	0
21039	1	0	0	0
21040	2	0	0	0
21041	1	0	0	0
21042	1	0	0	0
21050	1	0	0	0
21069	1	0	0	0
21130	4	0	0	0
21131	4	0	0	0
21156	2	0	0	0
21179	1	0	0	0
21186	1	0	0	0
21193	1	0	0	0
21204	1	0	0	0
21224	1	0	0	0
21225	1	0	0	0
21229	1	0	0	0
21239	1	0	0	0
21271	1	0	0	0
21288	1	0	0	0
21291	1	0	0	0
21299	1	0	0	0
21300	3	0	0	0
21306	1	0	0	0
21308	1	0	0	0
21309	1	0	0	0
21313	1	0	0	1
21324	2	0	0	0
21326	2	0	0	0
21334	1	0	0	0
21341	1	0	0	0
21343	2	0	0	0
21344	1	0	0	0
21347	1	0	0	0
21370	5	0	0	0
21373	2	0	0	0
21376	1	0	0	0
21379	2	0	0	0
21382	1	0	0	0
21383	1	0	0	0
21386	1	0	0	0
21391	1	0	0	0
21394	1	0	0	0
21397	1	0	0	0
21402	1	0	0	0
21404	1	0	0	0
21411	2	0	0	0
21414	2	0	0	0
21429	1	0	0	0
21436	1	0	0	0
21438	1	0	0	0
21443	2	0	0	0
21451	1	0	0	0
21473	5	0	0	0
21496	2	0	0	0
21497	1	0	0	0
21510	2	0	0	0
21512	3	0	0	0
21523	2	0	0	0
21549	1	1	0	0
21566	1	0	0	0
21572	1	0	0	0
21584	1	14	0	0
21586	1	0	0	0
21587	3	0	0	0
21598	2	1	0	0
21612	2	0	0	0
21635	3	0	0	0
21636	4	0	0	0
21639	3	0	0	0
21640	4	2	0	0
21644	3	0	0	0
21645	2	1	0	0
21646	3	4	0	0
21648	2	1	0	0
21651	1	0	0	0
21653	1	0	0	0
21655	1	0	0	0
21661	1	0	0	0
21662	1	0	0	0
21663	1	0	0	0
21670	2	0	0	0
21677	1	0	0	0
21682	1	0	0	0
21695	1	0	0	0
21696	1	0	0	0
21700	1	0	0	0
21702	1	0	0	0
21707	1	0	0	0
21711	1	0	0	0
21718	1	0	0	0
21728	1	0	0	0
21733	1	0	0	0
21740	1	11	0	0
21741	1	0	0	0
21749	2	0	0	0
21751	1	0	0	0
21756	1	0	0	0
21764	1	0	0	0
21831	5	0	0	0
21834	1	0	0	0
21839	2	0	0	0
21841	1	0	0	0
21846	1	0	0	0
21865	1	0	0	0
21868	1	0	0	1
21874	2	5	0	0
21900	1	0	0	0
21905	2	0	0	0
21923	1	0	0	0
21925	1	0	0	0
21926	3	0	0	0
21927	1	0	0	0
21934	1	0	0	0
21936	2	0	0	1
21937	5	0	0	0
21938	1	0	0	0
21939	2	0	0	0
21943	2	0	0	0
21944	5	0	0	0
21945	1	0	0	0
21946	1	0	0	0
21952	1	0	0	0
21958	1	0	0	0
21977	1	0	0	0
21978	7	0	0	0
21981	1	0	0	0
21982	1	0	0	0
22000	1	0	0	0
22034	1	0	0	0
22047	1	0	0	0
22048	3	0	0	0
22052	2	0	0	0
22077	2	0	0	0
22085	1	0	0	0
22101	1	0	0	0
22114	2	0	0	0
22123	1	0	0	0
22124	1	0	0	0
22143	1	0	0	0
22144	6	0	0	0
22163	1	0	0	0
22168	1	0	0	0
22169	4	0	0	0
22205	1	0	0	0
22206	1	0	0	0
22211	1	0	0	0
22212	1	0	0	0
22230	2	0	0	0
22234	1	0	0	0
22235	3	0	0	1
22240	1	0	0	0
22247	2	0	0	0
22248	1	0	0	0
22251	1	0	0	0
22255	1	0	0	0
22268	1	0	0	0
22276	3	0	0	0
22277	1	0	0	0
22282	1	0	0	0
22284	1	0	0	0
22293	1	0	0	0
22302	1	0	0	0
22305	1	0	0	0
22318	1	0	0	0
22319	1	0	0	0
22322	1	0	0	0
22324	2	0	0	0
22325	1	0	0	0
22339	3	0	0	0
22342	1	0	0	1
22350	1	0	0	0
22366	1	0	0	0
22369	1	0	0	0
22394	1	0	0	0
22395	1	0	0	0
22405	1	0	0	0
22414	1	0	0	0
22417	1	0	0	0
22427	2	0	0	0
22431	1	0	0	0
22435	1	0	0	0
22462	3	0	0	0
22463	2	0	0	0
22466	1	0	0	0
22467	1	0	0	0
22474	1	0	0	0
22482	2	0	0	0
22492	1	0	0	0
22498	1	0	0	0
22499	1	0	0	0
22514	1	0	0	0
22518	1	0	0	0
22519	4	0	0	1
22520	5	0	0	1
22522	3	0	0	0
22527	1	0	0	0
22541	1	0	0	0
22551	3	0	0	0
22552	1	0	0	0
22617	1	0	0	0
22618	1	0	0	0
22625	2	0	0	0
22626	1	1	0	0
22638	1	0	0	0
22641	1	0	0	0
22647	1	0	0	0
22651	1	0	0	0
22679	3	0	0	0
22680	1	0	0	0
22686	1	0	0	0
22687	3	0	0	0
22694	1	0	0	0
22697	1	0	0	0
22698	1	0	0	0
22707	2	0	0	0
22711	2	0	0	0
22712	1	0	0	0
22713	2	0	0	0
22715	1	0	0	0
22718	2	0	0	0
22727	1	0	0	0
22735	4	0	0	0
22743	1	0	0	0
22744	3	0	0	0
22745	1	0	0	0
22767	1	0	0	0
22776	1	0	0	0
22790	1	0	0	0
22798	1	0	0	0
22799	1	0	0	0
22800	1	0	0	0
22802	2	0	0	0
22805	2	0	0	0
22821	1	0	0	0
22830	1	0	0	0
22832	1	0	0	0
22836	1	0	0	0
22837	1	0	0	0
22845	1	0	0	0
22871	1	0	0	1
22892	2	0	0	0
22910	3	0	0	0
22911	1	0	0	0
22934	2	0	0	0
22942	1	0	0	0
22954	1	0	0	0
22956	2	0	0	0
22957	1	0	0	0
22959	1	0	0	0
22965	3	0	0	0
22967	1	0	0	0
22982	1	0	0	0
22983	1	0	0	0
22985	1	1	0	0
22988	2	0	0	0
23006	2	0	0	0
23010	2	0	0	0
23012	1	0	0	0
23023	1	0	0	0
23025	1	0	0	0
23031	2	0	0	0
23034	2	0	0	0
23041	1	12	0	0
23042	1	0	0	0
23059	1	0	0	0
23067	2	0	0	0
23074	1	0	0	0
23088	1	0	0	0
23135	1	0	0	0
23151	1	0	0	0
23156	2	0	0	0
23157	1	0	0	0
23172	3	0	0	0
23173	3	0	0	0
23184	1	0	0	0
23192	1	0	0	0
23201	1	0	0	0
23204	1	0	0	0
23205	1	0	0	0
23210	2	0	0	0
23222	1	0	0	0
23243	1	0	0	0
23246	2	0	0	0
23277	1	0	0	0
23278	4	0	0	0
23301	7	0	0	0
23344	2	0	0	0
23347	1	0	0	0
23355	1	0	0	0
23359	1	0	0	0
23360	2	0	0	0
23370	1	0	0	0
23382	2	0	0	0
23383	6	0	0	0
23431	1	0	0	0
23455	1	0	0	0
23457	1	0	0	0
23484	1	0	0	0
23502	1	0	0	0
23505	2	0	0	0
23507	2	0	0	0
23508	1	0	0	0
23513	1	0	0	0
23522	1	0	0	0
23523	4	0	0	0
23524	9	0	0	0
23526	1	0	0	0
23555	1	0	0	0
23565	1	0	0	0
23566	8	0	0	0
23575	1	0	0	0
23576	3	0	0	0
23577	1	0	0	0
23584	1	0	0	0
23590	1	0	0	0
23597	2	0	0	0
23598	4	0	0	0
23599	1	0	0	0
23617	4	0	0	0
23618	4	0	0	0
23619	2	0	0	0
23624	1	0	0	0
23629	1	0	0	0
23630	1	0	0	0
23631	1	0	0	0
23632	2	0	0	0
23635	1	0	0	0
23643	2	0	0	0
23648	2	0	0	0
23654	1	0	0	0
23655	1	0	0	0
23656	1	0	0	0
23657	1	0	0	0
23663	1	0	0	0
23665	1	0	0	0
23666	1	0	0	0
23675	2	0	0	0
23681	1	0	0	0
23683	3	0	0	0
23695	1	0	0	0
23696	1	0	0	0
23702	2	0	0	0
23715	1	0	0	0
23720	1	0	0	0
23726	1	0	0	0
23733	1	0	0	0
23740	1	0	0	0
23743	2	0	0	0
23750	1	0	0	0
23754	1	0	0	0
23755	2	0	0	0
23763	1	0	0	0
23764	1	0	0	0
23789	2	0	0	0
23794	2	0	0	0
23798	1	0	0	0
23825	1	0	0	0
23835	2	0	0	0
23839	7	0	0	0
23843	1	0	0	1
23848	1	0	0	0
23849	3	0	0	0
23878	1	0	0	0
23923	1	0	0	0
23930	1	0	0	0
23931	1	0	0	0
23945	1	0	0	0
23947	2	0	0	0
23956	1	0	0	0
23957	4	1	0	0
23958	1	3	0	0
23977	1	0	0	0
23978	2	0	0	0
23979	1	0	0	0
23980	5	0	0	0
23994	1	0	0	0
23997	1	0	0	0
24016	1	0	0	1
24019	3	0	0	0
24031	1	0	0	0
24044	1	0	0	0
24066	1	0	0	0
24067	2	0	0	0
24077	1	0	0	0
24089	1	0	0	0
24097	1	0	0	0
24102	1	0	0	0
24123	1	0	0	0
24130	2	14	0	0
24143	1	0	0	0
24153	1	0	0	0
24154	1	0	0	0
24155	2	0	0	0
24190	1	0	0	0
24216	3	0	0	0
24220	1	0	0	0
24227	2	0	0	0
24229	1	0	0	0
24239	1	0	0	1
24250	2	0	0	0
24272	2	0	0	0
24285	1	0	0	0
24339	6	0	0	0
24340	4	0	0	0
24349	5	0	0	0
24364	2	0	0	0
24396	2	0	0	1
24397	1	0	0	0
24402	2	0	0	0
24411	1	0	0	0
24442	1	0	0	0
24443	2	0	0	0
24444	3	0	0	0
24470	6	0	0	0
24473	1	0	0	0
24501	1	0	0	0
24503	1	0	0	0
24512	1	0	0	0
24527	1	0	0	0
24561	1	0	0	0
24562	1	0	0	0
24571	1	0	0	0
24573	1	0	0	0
24574	1	0	0	0
24576	1	0	0	0
24578	1	0	0	0
24585	1	0	0	0
24590	1	0	0	0
24596	1	0	0	0
24599	1	0	0	0
24606	1	0	0	0
24610	1	0	0	0
24611	1	0	0	0
24622	1	0	0	0
24634	1	0	0	0
24639	1	0	0	0
24640	2	0	0	0
24651	1	0	0	0
24688	1	0	0	0
24693	1	0	0	0
24709	1	0	0	0
24740	2	0	0	0
24744	1	0	0	0
24745	2	0	0	0
24760	1	0	0	0
24774	2	0	0	0
24775	1	0	0	0
24780	1	0	0	0
24787	1	0	0	0
24788	4	0	0	0
24806	1	0	0	0
24811	2	0	0	0
24819	1	0	0	0
24829	1	0	0	0
24831	1	0	0	0
24838	1	0	0	0
24839	2	0	0	0
24842	5	0	0	0
24847	1	0	0	0
24848	1	0	0	0
24860	1	0	0	0
24886	1	0	0	0
24887	1	0	0	0
24888	1	0	0	0
24899	1	0	0	0
24907	1	0	0	0
24913	1	0	0	0
24914	1	0	0	0
24919	1	0	0	0
24928	1	0	0	0
24929	4	0	0	0
24933	1	0	0	0
24934	2	0	0	0
24946	1	0	0	0
24950	1	0	0	0
24969	1	0	0	0
24970	2	0	0	0
24973	4	14	0	0
25009	1	0	0	0
25010	1	0	0	0
25026	1	0	0	0
25029	1	0	0	0
25030	2	0	0	0
25036	1	0	0	0
25037	1	0	0	0
25046	1	0	0	0
25053	2	0	0	0
25054	3	0	0	0
25065	1	0	0	0
25066	1	0	0	0
25067	1	0	0	1
25075	1	0	0	0
25076	1	0	0	0
25088	2	0	0	0
25093	1	14	0	0
25098	1	0	0	0
25109	1	0	0	0
25110	1	0	0	0
25120	2	0	0	0
25122	1	0	0	0
25145	1	0	0	0
25146	1	0	0	0
25157	2	0	0	0
25158	1	0	0	0
25166	1	0	0	0
25167	1	0	0	0
25168	1	0	0	0
25175	1	0	0	0
25194	2	0	0	0
25206	2	0	0	0
25207	1	0	0	0
25227	1	0	0	0
25258	2	0	0	0
25259	1	0	0	0
25270	1	0	0	0
25291	1	0	0	1
25315	1	0	0	0
25316	1	0	0	0
25321	1	0	0	0
25332	2	0	0	0
25338	2	0	0	0
25339	2	0	0	0
25341	1	0	0	0
25343	1	0	0	0
25350	2	0	0	0
25374	2	0	0	0
25376	2	0	0	0
25398	3	0	0	0
25399	2	0	0	0
25406	1	0	0	0
25409	1	0	0	0
25413	1	0	0	0
25425	1	0	0	0
25426	1	0	0	0
25432	1	0	0	0
25437	1	0	0	0
25438	2	0	0	0
25451	1	0	0	0
25459	1	0	0	0
25460	1	0	0	0
25461	2	0	0	0
25463	1	0	0	0
25467	2	12	0	0
25468	1	0	0	0
25476	1	0	0	0
25478	1	0	0	0
25485	3	0	0	0
25494	1	0	0	0
25517	1	0	0	0
25524	3	0	0	0
25526	1	0	0	0
25532	1	0	0	0
25535	1	0	0	0
25540	2	0	0	0
25559	2	0	0	0
25566	1	0	0	0
25569	1	0	0	0
25570	1	0	0	0
25575	1	0	0	0
25578	1	0	0	0
25581	2	0	0	0
25592	1	0	0	0
25594	1	0	0	0
25610	1	0	0	0
25613	1	0	0	0
25647	1	0	0	0
25651	2	0	0	0
25675	1	0	0	0
25682	5	0	0	0
25685	1	0	0	0
25701	2	0	0	0
25706	2	0	0	0
25711	1	0	0	0
25712	3	0	0	0
25713	2	0	0	0
25716	1	0	0	0
25758	2	0	0	0
25760	1	0	0	0
25765	1	0	0	0
25769	1	0	0	0
25770	1	0	0	0
25777	1	0	0	0
25796	1	2	0	0
25801	1	0	0	0
25807	1	0	0	0
25827	1	0	0	0
25831	1	0	0	0
25851	1	0	0	0
25862	2	0	0	0
25863	1	0	0	0
25869	1	0	0	0
25870	1	0	0	0
25879	1	0	0	0
25887	1	0	0	0
25901	2	0	0	0
25915	1	0	0	0
25936	1	0	0	0
25938	1	10	0	0
25975	3	0	0	0
25977	1	0	0	0
25978	1	0	0	0
25981	2	0	0	0
25983	1	0	0	1
25987	1	0	0	0
25988	1	0	0	0
26003	1	0	0	0
26008	1	0	0	0
26012	1	0	0	0
26013	1	0	0	0
26015	1	0	0	0
26028	1	0	0	0
26034	2	0	0	0
26050	1	0	0	0
26059	1	0	0	0
26060	2	0	0	0
26062	1	0	0	0
26063	1	0	0	0
26064	1	0	0	0
26073	1	0	0	0
26075	1	0	0	1
26078	1	0	0	0
26081	1	0	0	0
26082	1	0	0	0
26083	1	0	0	1
26084	1	0	0	0
26087	1	14	0	0
26102	1	0	0	0
26113	1	0	0	0
26125	1	0	0	0
26128	3	0	0	0
26130	1	0	0	0
26142	1	0	0	0
26145	1	0	0	0
26164	1	0	0	0
26172	1	0	0	3
26240	1	0	0	0
26248	1	0	0	0
26256	1	0	0	0
26257	2	0	0	0
26302	1	0	0	0
26309	2	0	0	0
26311	2	0	0	0
26322	3	0	0	0
26323	3	0	0	0
26334	1	0	0	0
26341	1	0	0	0
26357	1	0	0	0
26372	1	0	0	0
26375	3	0	0	0
26376	1	0	0	0
26377	1	0	0	0
26402	1	0	0	0
26408	1	0	0	0
26410	1	0	0	0
26428	1	0	0	0
26429	1	0	0	0
26432	2	0	0	0
26438	1	0	0	0
26440	1	0	0	0
26444	1	0	0	0
26446	1	0	0	0
26447	1	0	0	0
26450	2	0	0	0
26461	1	0	0	0
26462	2	0	0	0
26465	1	0	0	0
26466	1	0	0	0
26467	4	0	0	0
26471	1	0	0	0
26474	1	0	0	0
26478	2	0	0	0
26479	2	0	0	0
26480	7	0	0	0
26482	1	0	0	0
26483	6	0	0	0
26485	1	0	0	0
26489	1	0	0	0
26491	1	0	0	0
26504	1	0	0	0
26509	2	0	0	0
26542	1	0	0	0
26543	2	0	0	0
26544	1	0	0	0
26545	1	0	0	0
26548	1	0	0	0
26552	1	0	0	0
26589	2	0	0	0
26590	1	0	0	0
26595	2	0	0	0
26660	1	0	0	0
26672	1	0	0	0
26688	1	0	0	0
26709	1	0	0	0
26736	1	0	0	0
26737	2	0	0	0
26739	1	0	0	0
26746	1	0	0	0
26751	1	0	0	0
26774	1	0	0	0
26781	1	0	0	0
26782	1	0	0	0
26783	2	0	0	0
26793	1	0	0	0
26795	1	4	0	0
26797	1	0	0	0
26802	1	0	0	0
26803	2	0	0	0
26846	1	0	0	0
26847	1	0	0	0
26853	2	0	0	0
26861	1	0	0	0
26862	2	0	0	0
26876	1	0	0	0
26882	2	0	0	0
26886	2	0	0	0
26890	1	0	0	0
26914	1	0	0	1
26917	1	0	0	0
26925	1	0	0	0
26933	1	0	0	0
26948	2	0	0	0
26955	1	0	0	0
26957	3	0	0	0
26997	2	0	0	1
26998	1	0	0	0
27015	1	0	0	0
27045	2	0	0	0
27077	2	0	0	0
27100	1	0	0	0
27107	1	0	0	0
27116	1	0	0	0
27133	1	11	0	0
27143	1	0	0	0
27153	1	0	0	0
27154	2	0	0	0
27172	1	0	0	0
27176	1	0	0	0
27193	2	0	0	0
27204	1	0	0	0
27205	2	0	0	0
27206	1	0	0	0
27221	1	0	0	0
27224	1	0	0	0
27228	1	0	0	2
27232	1	0	0	0
27233	2	0	0	0
27238	2	0	0	0
27240	2	0	0	0
27241	8	0	0	0
27243	1	12	0	0
27260	1	0	0	0
27261	1	0	0	0
27269	1	0	0	0
27270	2	0	0	0
27274	2	0	0	0
27275	2	0	0	0
27286	1	0	0	0
27287	3	0	0	1
27290	1	0	0	0
27291	1	0	0	0
27308	1	0	0	0
27311	1	0	0	0
27315	1	0	0	0
27323	2	0	0	0
27324	1	0	0	0
27326	1	0	0	0
27327	1	0	0	0
27355	1	0	0	0
27356	4	0	0	0
27357	2	0	0	0
27359	1	0	0	0
27375	1	0	0	0
27381	1	0	0	0
27382	2	0	0	0
27392	1	0	0	0
27393	2	0	0	0
27412	1	0	0	0
27428	1	0	0	0
27448	1	0	0	0
27451	1	0	0	0
27478	1	0	0	0
27486	1	0	0	0
27516	2	0	0	0
27533	1	0	0	0
27535	1	0	0	0
27536	2	0	0	0
27538	1	0	0	0
27595	1	0	0	0
27599	1	0	0	0
27601	1	0	0	0
27606	1	0	0	0
27607	1	0	0	0
27610	1	0	0	0
27617	1	0	0	0
27621	1	0	0	0
27625	1	0	0	2
27636	2	0	0	0
27652	1	0	0	0
27653	3	0	0	1
27654	1	0	0	0
27655	2	0	0	0
27656	1	0	0	0
27657	2	0	0	0
27659	2	0	0	0
27665	2	0	0	0
27667	2	0	0	0
27668	4	0	0	0
27672	1	0	0	0
27678	2	0	0	0
27684	1	2	0	0
27686	2	0	0	0
27690	1	0	0	0
27701	2	0	0	0
27704	1	0	0	0
27705	1	0	0	0
27710	2	0	0	0
27711	1	0	0	0
27729	1	0	0	0
27739	2	0	0	0
27746	1	0	0	0
27748	1	0	0	1
27751	1	0	0	0
27753	2	0	0	0
27756	1	0	0	0
27757	1	0	0	0
27766	1	0	0	0
27767	2	0	0	0
27782	1	0	0	0
27793	2	0	0	0
27799	1	0	0	0
27806	2	0	0	0
27807	2	0	0	0
27810	2	0	0	0
27838	3	0	0	0
27858	1	0	0	0
27864	1	0	0	0
27869	1	0	0	0
27872	1	0	0	0
27873	1	0	0	0
27892	1	0	0	0
27894	1	0	0	0
27897	1	0	0	0
27898	2	0	0	0
27900	1	0	0	0
27902	1	0	0	0
27903	2	0	0	0
27904	1	0	0	0
27905	2	0	0	0
27907	1	0	0	0
27918	1	0	0	0
27929	1	0	0	0
27936	1	0	0	0
27937	1	0	0	0
27972	1	0	0	0
27987	1	0	0	0
28003	1	0	0	0
28033	1	0	0	0
28079	1	0	0	0
28090	1	0	0	0
28091	2	0	0	0
28092	1	0	0	0
28110	1	0	0	0
28111	1	0	0	0
28113	1	0	0	0
28137	1	0	0	0
28138	3	0	0	0
28219	1	0	0	0
28230	1	0	0	0
28243	1	0	0	0
28245	1	0	0	0
28249	3	12	0	0
28262	1	0	0	0
28323	1	0	0	0
28338	1	0	0	0
28356	1	0	0	0
28357	1	0	0	0
28358	1	0	0	0
28367	1	0	0	0
28373	2	0	0	0
28381	2	0	0	0
28440	1	0	0	0
28442	1	0	0	0
28472	1	0	0	0
28489	1	0	0	0
28503	1	0	0	0
28513	1	0	0	0
28514	1	0	0	0
28589	1	0	0	0
28643	1	0	0	0
28646	1	0	0	0
28691	2	0	0	0
28694	2	0	0	0
28702	1	0	0	0
28709	2	0	0	0
28725	1	0	0	1
28728	1	0	0	0
28737	2	0	0	0
28745	2	0	0	0
28779	1	0	0	0
28785	1	0	0	0
28786	1	0	0	0
28812	1	0	0	0
28815	1	0	0	0
28832	1	0	0	0
28841	2	0	0	0
28873	1	0	0	0
28885	2	0	0	0
28899	1	0	0	0
28908	2	0	0	0
28912	1	0	0	0
28924	1	0	0	0
28930	2	0	0	0
28934	1	0	0	0
28949	1	0	0	0
28960	1	0	0	0
28983	1	0	0	0
29035	1	0	0	0
29039	1	0	0	0
29040	2	0	0	0
29045	1	0	0	0
29046	1	0	0	0
29054	2	0	0	0
29056	2	0	0	0
29066	1	0	0	0
29067	3	0	0	0
29078	1	0	0	0
29080	1	0	0	0
29084	1	0	0	0
29089	2	0	0	0
29094	1	0	0	0
29096	2	0	0	0
29101	1	0	0	0
29107	1	0	0	0
29152	1	0	0	0
29164	1	0	0	0
29165	1	0	0	0
29181	1	0	0	0
29197	1	0	0	0
29205	1	0	0	0
29207	1	0	0	0
29209	1	0	0	0
29213	2	0	0	0
29228	1	0	0	0
29238	1	0	0	0
29253	1	0	0	0
29254	2	0	0	1
29263	1	0	0	0
29264	3	0	0	0
29273	1	0	0	0
29283	3	0	0	0
29289	2	0	0	0
29290	3	0	0	0
29306	1	0	0	0
29313	1	0	0	0
29314	1	0	0	0
29315	1	0	0	0
29324	1	0	0	0
29342	1	0	0	0
29357	1	0	0	1
29369	1	0	0	0
29378	1	0	0	0
29390	1	0	0	0
29414	1	0	0	0
29453	1	0	0	0
29466	1	0	0	0
29470	1	0	0	0
29477	3	0	0	0
29478	7	0	0	0
29510	2	0	0	0
29517	3	0	0	0
29563	1	0	0	0
29566	1	0	0	0
29581	2	0	0	0
29607	2	0	0	0
29616	1	9	0	0
29618	2	0	0	0
29623	1	0	0	0
29626	2	0	0	0
29630	1	0	0	0
29654	3	0	0	0
29657	1	0	0	0
29658	1	0	0	0
29671	2	0	0	0
29681	1	0	0	0
29685	1	0	0	0
29686	1	0	0	0
29698	1	2	0	0
29702	1	0	0	0
29710	1	0	0	0
29727	1	0	0	0
29747	1	0	0	0
29752	1	0	0	0
29753	1	0	0	0
29771	1	0	0	1
29779	3	0	0	0
29786	3	0	0	1
29793	1	0	1	0
29795	1	0	0	0
29799	2	0	0	1
29811	2	0	0	0
29840	2	0	0	0
29843	1	0	0	0
29854	1	0	0	0
29861	1	0	0	0
29881	1	0	0	0
29886	1	0	0	0
29887	1	0	0	0
29893	1	0	0	0
29900	3	0	0	0
29903	3	0	0	0
29907	3	0	0	0
29908	3	0	0	0
29909	1	0	0	0
29915	1	0	0	0
29919	1	0	0	0
29956	1	7	0	0
29957	4	0	0	0
29960	1	0	0	0
29966	1	0	0	0
29972	1	0	0	0
29973	3	0	0	0
29974	2	0	0	0
29980	2	0	0	0
29982	3	0	0	0
29989	2	0	0	0
29991	1	0	0	0
29992	1	0	0	0
30000	1	0	0	1
30016	1	0	0	0
30018	4	0	0	0
30020	3	0	0	0
30024	1	1	0	0
30029	1	0	0	0
30045	1	0	0	0
30047	1	0	0	0
30051	1	0	0	0
30077	1	0	0	0
30081	1	0	0	0
30097	1	0	0	0
30110	1	0	0	0
30121	2	0	0	0
30130	1	0	0	0
30134	1	0	0	0
30163	1	0	0	0
30169	1	0	0	0
30198	1	0	0	0
30199	1	0	0	0
30200	1	0	0	0
30223	2	0	0	0
30224	4	0	0	0
30232	1	0	0	0
30247	1	0	0	0
30255	1	0	0	0
30266	1	0	0	0
30269	2	0	0	0
30272	2	0	0	0
30273	1	0	0	0
30291	1	0	0	0
30303	1	0	0	0
30306	2	0	0	0
30309	1	0	0	0
30310	2	0	0	0
30327	1	0	0	0
30346	1	0	0	0
30392	1	0	0	0
30395	1	0	0	0
30397	1	0	0	0
30427	1	0	0	0
30467	1	0	0	0
30496	1	0	0	0
30500	1	0	0	0
30542	1	0	0	0
30559	1	0	0	1
30560	2	0	0	2
30563	1	0	0	2
30564	6	0	0	0
30566	2	0	0	0
30572	1	0	0	0
30576	1	0	0	0
30580	1	0	0	0
30581	1	0	0	0
30583	1	0	0	0
30598	1	0	0	0
30643	1	0	0	0
30644	1	0	0	0
30660	2	0	0	0
30677	2	0	0	0
30682	1	0	0	0
30685	1	0	0	0
30695	1	0	0	0
30697	1	0	0	1
30698	1	0	0	0
30699	1	0	0	0
30703	1	0	0	0
30724	1	0	0	0
30730	1	0	0	0
30735	1	0	0	0
30747	1	0	0	0
30793	1	0	0	0
30846	1	0	0	0
30849	1	0	0	0
30866	1	0	0	0
30869	1	0	0	0
30877	2	0	0	0
30880	1	0	0	0
30881	1	0	0	0
30883	1	0	0	0
30888	2	0	0	0
30889	1	3	0	0
30923	1	0	0	0
30954	2	0	0	0
30961	1	0	0	0
30968	1	0	0	0
30977	1	0	0	0
30980	2	0	0	0
30985	1	0	0	0
31000	1	0	0	0
31001	1	0	0	0
31002	2	0	0	0
31008	2	0	0	0
31043	1	0	0	0
31044	3	0	0	0
31045	1	0	0	0
31064	1	0	0	0
31074	1	0	0	0
31083	2	0	0	0
31092	1	0	0	0
31097	1	0	0	0
31098	2	0	0	0
31099	2	0	0	0
31104	1	0	0	0
31114	3	0	0	0
31116	1	0	0	0
31117	2	0	0	0
31119	1	0	0	0
31121	2	0	0	0
31124	3	0	0	0
31127	2	0	0	0
31129	1	0	0	0
31138	2	0	0	0
31141	6	0	0	0
31143	1	0	0	0
31148	1	0	0	0
31150	1	0	0	0
31155	3	0	0	0
31156	1	0	0	0
31160	1	0	0	1
31163	1	0	0	0
31164	1	0	0	1
31167	2	0	0	0
31169	1	0	0	0
31173	1	0	0	0
31174	1	0	0	0
31176	1	0	0	0
31197	1	0	0	0
31203	1	12	0	0
31214	1	0	0	0
